
 num     #instances         #bytes  class name
5207:             2             32  $Proxy56
5208:             1             32  com.intellij.xdebugger.impl.actions.EvaluateAction
5209:             1             32  com.intellij.refactoring.actions.RefactoringQuickListPopupAction
5210:             1             32  org.intellij.plugins.intelliLang.Configuration$App
5211:             1             32  org.jetbrains.plugins.groovy.actions.generate.accessors.GroovyGenerateSetterAction
5212:             1             32  com.intellij.openapi.vfs.impl.jar.JarFileSystemImpl
5213:             2             32  org.jetbrains.idea.maven.utils.MavenMergingUpdateQueue$2
5214:             1             32  [Lcom.intellij.lang.BracePair;
5215:             1             32  git4idea.history.wholeTree.GitLogUI$28
5216:             2             32  com.intellij.ui.table.JBTable$MyMouseListener
5217:             1             32  com.intellij.openapi.vcs.changes.DirtBuilder
5218:             2             32  com.intellij.openapi.roots.impl.CompilerProjectExtensionImpl$MyProjectExtension
5219:             1             32  com.intellij.xdebugger.impl.actions.ViewBreakpointsAction
5220:             1             32  com.intellij.ide.projectView.impl.ProjectViewImpl$FoldersAlwaysOnTopAction
5221:             2             32  com.intellij.ide.CopyPasteDelegator$MyEditable
5222:             1             32  com.intellij.codeInsight.editorActions.fillParagraph.FillParagraphAction
5223:             2             32  com.intellij.openapi.vcs.readOnlyHandler.ReadonlyStatusHandlerImpl$State
5224:             2             32  com.intellij.openapi.roots.impl.ProjectPackageIndexImpl
5225:             2             32  com.intellij.patterns.CharPattern
5226:             1             32  git4idea.history.wholeTree.DatesFilterAction$5
5227:             1             32  com.intellij.codeInsight.template.impl.actions.ListTemplatesAction
5228:             2             32  com.intellij.openapi.command.impl.DocumentUndoProvider
5229:             1             32  java.lang.NullPointerException
5230:             1             32  org.jetbrains.plugins.groovy.actions.generate.accessors.GroovyGenerateGetterSetterAction
5231:             2             32  java.util.Timer$1
5232:             1             32  [Lorg.intellij.plugins.intelliLang.util.AnnotationUtilEx$LookupType;
5233:             1             32  com.intellij.refactoring.actions.ConvertToInstanceMethodAction
5234:             1             32  com.intellij.openapi.fileEditor.impl.FileDocumentManagerImpl
5235:             2             32  com.intellij.openapi.progress.util.ProgressWindow$MyDialog$1
5236:             1             32  com.intellij.ui.IconDeferrerImpl
5237:             2             32  com.intellij.execution.ExecutionTargetManagerImpl$1
5238:             1             32  javax.swing.plaf.basic.BasicTextUI$TextActionWrapper
5239:             1             32  [Lorg.jetbrains.idea.maven.execution.MavenExecutionOptions$FailureMode;
5240:             1             32  com.intellij.codeStyle.ConvertToUnixLineSeparatorsAction
5241:             1             32  org.jetbrains.plugins.scala.actions.NewScalaTypeDefinitionAction
5242:             1             32  com.intellij.patterns.PsiElementPattern$6
5243:             2             32  com.intellij.openapi.roots.impl.LanguageLevelProjectExtensionImpl$MyProjectExtension
5244:             2             32  net.orfjackal.sbt.plugin.SbtBeforeRunTaskProvider
5245:             1             32  com.intellij.xdebugger.impl.actions.RunToCursorAction
5246:             1             32  java.awt.DefaultFocusTraversalPolicy
5247:             2             32  java.util.regex.Pattern$CharPropertyNames$11
5248:             1             32  com.intellij.openapi.editor.impl.VisibleEditorsTracker
5249:             1             32  git4idea.actions.GitMerge
5250:             1             32  com.intellij.ide.hierarchy.actions.BrowseTypeHierarchyAction
5251:             1             32  [Lsun.awt.OSInfo$OSType;
5252:             2             32  com.intellij.openapi.vcs.changes.VcsAnnotationLocalChangesListenerImpl$3
5253:             1             32  com.intellij.psi.impl.java.stubs.JavaStubElementTypes$3
5254:             1             32  [Ljava.lang.ref.SoftReference;
5255:             1             32  [Lorg.jboss.netty.channel.ChannelState;
5256:             1             32  java.lang.ArithmeticException
5257:             2             32  com.intellij.psi.impl.file.impl.JavaFileManagerBase$1
5258:             1             32  com.intellij.codeInsight.template.impl.actions.SurroundWithTemplateAction
5259:             2             32  com.intellij.execution.process.BaseOSProcessHandler$1
5260:             1             32  com.intellij.openapi.vcs.changes.actions.RevertSelectedChangesAction
5261:             1             32  javax.swing.plaf.synth.SynthLookAndFeel$AATextListener
5262:             1             32  org.intellij.plugins.xpathView.support.jaxen.extensions.FileTypeFunction
5263:             1             32  com.intellij.tasks.jira.jql.JqlLanguage
5264:             2             32  com.intellij.ui.table.JBTable$2
5265:             2             32  javax.swing.plaf.basic.BasicBorders$MarginBorder
5266:             1             32  com.intellij.codeStyle.ConvertToMacLineSeparatorsAction
5267:             1             32  git4idea.repo.GitRepositoryReader
5268:             1             32  git4idea.history.wholeTree.DatesFilterAction$6
5269:             1             32  com.intellij.codeInsight.navigation.actions.GotoTypeDeclarationAction
5270:             1             32  com.intellij.openapi.vcs.changes.Modifier
5271:             2             32  com.intellij.psi.impl.java.stubs.index.JavaFullClassNameIndex
5272:             1             32  [Lcom.intellij.psi.controlFlow.BranchingInstruction$Role;
5273:             1             32  com.intellij.ide.hierarchy.actions.BrowseMethodHierarchyAction
5274:             1             32  com.intellij.ide.projectView.impl.ProjectViewImpl$3
5275:             1             32  com.intellij.codeInsight.editorActions.moveUpDown.MoveStatementDownAction
5276:             2             32  com.intellij.packaging.impl.run.BuildArtifactsBeforeRunTaskProvider
5277:             1             32  com.intellij.codeInsight.actions.GenerateDTDAction
5278:             1             32  [[Ljavax.swing.text.html.CSS$Attribute;
5279:             1             32  com.intellij.xdebugger.impl.actions.ForceRunToCursorAction
5280:             1             32  com.intellij.psi.stubs.StubIndexImpl
5281:             1             32  com.intellij.psi.impl.java.stubs.JavaStubElementTypes$4
5282:             1             32  sun.awt.image.FetcherInfo
5283:             2             32  javax.swing.text.StyleConstants$ColorConstants
5284:             1             32  [Lcom.intellij.openapi.vfs.CharsetToolkit$GuessedEncoding;
5285:             2             32  com.intellij.ui.treeStructure.Tree$2
5286:             2             32  com.intellij.tools.ToolBeforeRunTaskProvider
5287:             1             32  com.intellij.openapi.roots.impl.ExcludeFolderImpl
5288:             1             32  com.intellij.ide.ui.laf.darcula.DarculaLaf
5289:             2             32  $Proxy28
5290:             1             32  [Ljavax.swing.text.html.CSS$CssValue;
5291:             2             32  com.intellij.psi.impl.file.impl.JavaFileManagerBase$2
5292:             2             32  com.intellij.ui.table.JBTable$3
5293:             2             32  com.intellij.openapi.vcs.StartedActivated$1
5294:             1             32  org.jdom.output.Format$DefaultEscapeStrategy
5295:             2             32  org.jetbrains.plugins.javaFX.FxmlDataExternalizer
5296:             1             32  com.intellij.openapi.editor.actions.DuplicateAction
5297:             1             32  org.jetbrains.plugins.groovy.actions.generate.equals.GroovyGenerateEqualsAction
5298:             1             32  com.intellij.framework.detection.impl.FrameworkDetectorRegistryImpl
5299:             2             32  com.intellij.lang.properties.editor.ResourceBundleEditorProvider
5300:             1             32  git4idea.history.wholeTree.DatesFilterAction$7
5301:             1             32  com.intellij.psi.impl.java.stubs.JavaStubElementTypes$5
5302:             1             32  com.intellij.xdebugger.impl.actions.AddToWatchesAction
5303:             1             32  [Lcom.intellij.util.LineSeparator;
5304:             2             32  com.intellij.ide.UiActivity$Focus
5305:             1             32  git4idea.actions.GitStash
5306:             2             32  com.intellij.openapi.project.impl.ProjectImpl$MyProjectManagerListener
5307:             1             32  org.apache.log4j.PatternLayout
5308:             1             32  com.intellij.lang.properties.psi.impl.PropertyImpl
5309:             1             32  org.intellij.plugins.relaxNG.validation.ValidateAction
5310:             2             32  com.intellij.psi.impl.file.impl.JavaFileManagerBase$3
5311:             1             32  org.intellij.plugins.relaxNG.compact.RngCompactLanguage
5312:             1             32  com.intellij.openapi.editor.actions.FindWordAtCaretAction
5313:             2             32  org.jaxen.expr.DefaultXPathExpr
5314:             1             32  org.jboss.netty.channel.socket.nio.SocketReceiveBufferAllocator
5315:             2             32  com.intellij.openapi.vcs.StartedActivated$2
5316:             1             32  javax.swing.text.StyledEditorKit$StyledInsertBreakAction
5317:             2             32  javax.swing.text.html.CSSBorder$NullPainter
5318:             2             32  java.lang.InheritableThreadLocal
5319:             2             32  [Lcom.intellij.tasks.TaskRepository;
5320:             1             32  com.intellij.cvsSupport2.actions.merge.MergeAction
5321:             2             32  com.intellij.psi.impl.PsiManagerImpl$1
5322:             1             32  com.intellij.refactoring.actions.RenameElementAction
5323:             2             32  com.intellij.util.config.Storage$MapStorage
5324:             1             32  com.intellij.openapi.wm.impl.status.StatusPanel$4
5325:             2             32  java.util.Hashtable$KeySet
5326:             2             32  com.intellij.psi.impl.java.stubs.index.JavaMethodNameIndex
5327:             1             32  [Ljava.lang.OutOfMemoryError;
5328:             1             32  com.intellij.xdebugger.impl.actions.StepOverAction
5329:             1             32  com.intellij.ide.hierarchy.actions.BrowseCallHierarchyAction
5330:             1             32  [Lcom.intellij.execution.actions.CreateAction$BaseCreatePolicy$ActionType;
5331:             2             32  com.intellij.openapi.command.impl.DocumentUndoProvider$MyEditorDocumentListener
5332:             2             32  org.intellij.lang.xpath.XPathFileType
5333:             2             32  com.intellij.openapi.module.impl.ModuleManagerComponent$2
5334:             1             32  com.intellij.ide.actions.ExpandAllToolbarAction
5335:             1             32  com.intellij.uiDesigner.actions.CreateFormAction
5336:             1             32  com.intellij.designer.DesignerToolWindow$2
5337:             1             32  com.intellij.ide.projectView.impl.AbstractProjectViewPSIPane$5
5338:             1             32  [Lcom.intellij.util.ui.UIUtil$ComponentStyle;
5339:             1             32  com.intellij.ui.CheckedTreeNode
5340:             1             32  com.intellij.openapi.diagnostic.LoggerRt$IdeaFactory
5341:             1             32  com.intellij.codeInsight.navigation.actions.GotoSuperAction
5342:             1             32  [Ljava.awt.Dialog$ModalityType;
5343:             1             32  com.intellij.codeInsight.hint.actions.ShowImplementationsAction
5344:             2             32  com.intellij.tasks.impl.TaskManagerImpl$13
5345:             1             32  com.intellij.execution.console.ConsoleHistoryController$MyBrowseAction
5346:             1             32  [Lorg.jetbrains.idea.maven.execution.MavenExecutionOptions$PluginUpdatePolicy;
5347:             1             32  com.intellij.ui.SearchTextField$MyModel
5348:             1             32  com.intellij.facet.FacetManagerImpl$FacetManagerModel
5349:             1             32  org.intellij.plugins.xpathView.XPathEvalAction
5350:             1             32  com.intellij.ide.projectView.impl.ProjectTreeBuilder$ProjectTreeBuilderPsiListener
5351:             1             32  com.intellij.xdebugger.impl.actions.ForceStepOverAction
5352:             1             32  org.intellij.lang.xpath.XPathLanguage
5353:             1             32  [Lcom.intellij.codeInspection.dataFlow.Nullness;
5354:             1             32  git4idea.actions.GitUnstash
5355:             1             32  net.orfjackal.sbt.plugin.settings.SbtApplicationSettings
5356:             1             32  com.intellij.openapi.module.impl.scopes.JdkScope
5357:             1             32  com.intellij.designer.DesignerToolWindow$3
5358:             1             32  [Lcom.intellij.util.ThreeState;
5359:             2             32  net.sf.cglib.proxy.InvocationHandlerGenerator
5360:             2             32  com.intellij.openapi.roots.impl.ProjectFileIndexImpl$ContentFilter
5361:             1             32  org.jetbrains.plugins.javaFX.JavaFxCustomComponentsIndex
5362:             2             32  com.intellij.codeInsight.editorActions.moveUpDown.MoveStatementHandler
5363:             1             32  org.jetbrains.idea.maven.navigator.MavenProjectsNavigatorPanel$MyTransferHandler
5364:             1             32  javax.swing.plaf.BorderUIResource$EmptyBorderUIResource
5365:             1             32  org.jetbrains.plugins.scala.worksheet.actions.NewScalaWorksheetAction
5366:             2             32  com.intellij.openapi.components.impl.stores.ProjectStoreImpl$4
5367:             2             32  com.intellij.psi.impl.file.impl.JavaFileManagerImpl$1
5368:             2             32  com.intellij.psi.impl.java.stubs.index.JavaStaticMemberNameIndex
5369:             1             32  sun.awt.X11.XEvent
5370:             2             32  java.util.TreeMap$Values
5371:             1             32  [Lcom.intellij.openapi.fileEditor.FileEditorPolicy;
5372:             1             32  com.intellij.execution.impl.ExecutionManagerImpl
5373:             1             32  [Lcom.intellij.testIntegration.TestIntegrationUtils$MethodKind;
5374:             2             32  sun.nio.ch.Util$2
5375:             1             32  com.intellij.psi.impl.java.stubs.JavaModifierListElementType
5376:             1             32  sun.awt.X11.XWM
5377:             1             32  com.intellij.openapi.vcs.changes.ui.ChangesTreeList$MyToggleSelectionAction
5378:             2             32  com.intellij.openapi.vcs.StartedActivated$3
5379:             1             32  [Lcom.intellij.openapi.wm.impl.ToolWindowManagerImpl$KeyState;
5380:             1             32  [Lcom.intellij.execution.filters.ExceptionFilterFactory;
5381:             1             32  com.intellij.xdebugger.impl.actions.StepIntoAction
5382:             1             32  org.intellij.lang.xpath.XPath2Language
5383:             1             32  [Lcom.intellij.psi.PsiReferenceList$Role;
5384:             1             32  com.intellij.codeInsight.daemon.impl.actions.GotoNextErrorAction
5385:             2             32  javax.swing.text.Position$Bias
5386:             2             32  $Proxy43
5387:             1             32  com.intellij.testIntegration.GotoTestOrCodeAction
5388:             1             32  com.intellij.util.xml.NanoXmlUtil$ParserStoppedException
5389:             1             32  [Lcom.intellij.util.ui.UIUtil$FontSize;
5390:             1             32  org.jetbrains.idea.maven.project.actions.DownloadAllSourcesAndDocsAction
5391:             1             32  [Lcom.intellij.openapi.vcs.VcsShowConfirmationOption$Value;
5392:             1             32  org.jetbrains.plugins.groovy.GroovyLanguage
5393:             1             32  org.jetbrains.plugins.groovy.actions.generate.equals.GroovyGenerateEqualsHandler
5394:             1             32  com.intellij.slicer.SliceManager
5395:             1             32  com.intellij.openapi.editor.impl.StripedIDGenerator$NextPair
5396:             1             32  java.util.TreeMap$ValueIterator
5397:             1             32  com.intellij.codeInsight.generation.actions.GenerateSetterAction
5398:             1             32  com.intellij.codeInsight.editorActions.moveUpDown.MoveStatementUpAction
5399:             1             32  [Lcom.intellij.codeInsight.daemon.impl.analysis.FileHighlightingSetting;
5400:             1             32  git4idea.actions.GitResetHead
5401:             1             32  [Lcom.intellij.lang.java.parser.DeclarationParser$Context;
5402:             1             32  org.jetbrains.idea.maven.project.actions.DownloadAllSourcesAction
5403:             2             32  java.util.Hashtable$ValueCollection
5404:             2             32  com.intellij.openapi.vcs.StartedActivated$4
5405:             1             32  com.intellij.ide.highlighter.custom.tokens.IdentifierParser
5406:             1             32  com.intellij.codeInsight.folding.impl.actions.CollapseAllRegionsAction
5407:             1             32  org.jboss.netty.bootstrap.ServerBootstrap
5408:             1             32  org.jetbrains.plugins.scala.actions.NewScalaScriptAction
5409:             2             32  [Lcom.intellij.execution.applet.AppletConfiguration$AppletParameter;
5410:             2             32  com.theoryinpractice.testng.configuration.TestNGConfiguration$1
5411:             1             32  org.jboss.netty.channel.socket.nio.NioServerBossPool
5412:             2             32  com.intellij.execution.filters.ExceptionFilter
5413:             1             32  [Lorg.intellij.lang.xpath.xslt.impl.XsltChecker$LanguageLevel;
5414:             1             32  com.intellij.psi.PsiRecursiveElementWalkingVisitor$1
5415:             1             32  com.intellij.xdebugger.impl.actions.ForceStepIntoAction
5416:             2             32  com.intellij.psi.impl.java.stubs.index.JavaStaticMemberTypeIndex
5417:             1             32  com.intellij.openapi.keymap.impl.IdeMouseEventDispatcher
5418:             1             32  com.intellij.history.core.ChangeList
5419:             2             32  javax.swing.text.html.CSSBorder$DottedDashedPainter
5420:             1             32  com.intellij.codeInsight.editorActions.moveUpDown.MoveLineDownAction
5421:             1             32  com.intellij.openapi.vcs.impl.ModuleVcsDetector
5422:             1             32  com.intellij.codeInsight.daemon.impl.actions.GotoPreviousErrorAction
5423:             1             32  com.intellij.openapi.editor.actions.EscapeAction
5424:             1             32  com.intellij.openapi.vfs.impl.http.RemoteFileManagerImpl
5425:             1             32  com.intellij.openapi.project.DumbServiceImpl
5426:             2             32  $Proxy59
5427:             2             32  com.intellij.openapi.vcs.StartedActivated$5
5428:             1             32  com.intellij.openapi.vcs.changes.committed.CachesHolder
5429:             1             32  [Lorg.jetbrains.plugins.scala.lang.formatting.settings.TypeAnnotationRequirement;
5430:             2             32  com.intellij.util.lang.ClassPath$ResourceStringLoaderIterator
5431:             1             32  org.jetbrains.plugins.groovy.actions.generate.missing.GroovyGenerateMethodMissingAction
5432:             1             32  com.intellij.openapi.vcs.changes.ui.ChangesTreeList$15
5433:             1             32  com.intellij.debugger.settings.NodeRendererSettings$ColorObjectRenderer
5434:             1             32  sun.security.provider.SecureRandom
5435:             1             32  com.intellij.openapi.vcs.changes.ui.ChangesBrowser$3
5436:             1             32  com.intellij.xdebugger.impl.actions.SmartStepIntoAction
5437:             1             32  com.intellij.openapi.externalSystem.service.remote.ExternalSystemProgressNotificationManagerImpl
5438:             1             32  [Lcom.intellij.ui.content.ContentManagerEvent$ContentOperation;
5439:             2             32  com.intellij.codeInsight.daemon.impl.DaemonListeners$MyProfileChangeListener
5440:             2             32  com.intellij.codeInsight.editorActions.moveUpDown.MoveLineHandler
5441:             1             32  com.intellij.designer.actions.StartInplaceEditing
5442:             1             32  com.intellij.slicer.SliceBackwardAction
5443:             1             32  git4idea.actions.GitFetch
5444:             1             32  com.intellij.util.xml.JavaMethod
5445:             1             32  git4idea.history.wholeTree.UsersFilterAction$7
5446:             1             32  com.intellij.openapi.fileEditor.impl.EditorTabbedContainer
5447:             2             32  org.intellij.plugins.xpathView.support.jaxen.XPathSupportImpl$MyXPathFunctionContext
5448:             2             32  com.intellij.lang.ant.config.impl.AntBeforeRunTaskProvider
5449:             2             32  com.intellij.ui.plaf.beg.BegTableUI$1
5450:             1             32  org.jetbrains.idea.maven.execution.MavenRunnerSettings
5451:             1             32  com.intellij.execution.process.ConsoleHistoryModel
5452:             1             32  org.jboss.netty.bootstrap.ServerBootstrap$Binder
5453:             1             32  com.intellij.codeInsight.generation.actions.GenerateGetterAndSetterAction
5454:             1             32  org.jetbrains.idea.maven.server.MavenServerManager$5
5455:             1             32  [Lorg.intellij.lang.xpath.context.functions.Parameter$Kind;
5456:             1             32  com.intellij.openapi.editor.actions.LangIndentSelectionAction
5457:             2             32  org.intellij.images.fileTypes.impl.ImageFileTypeManagerImpl
5458:             2             32  com.intellij.compiler.CompilerConfigurationImpl$1
5459:             2             32  com.theoryinpractice.testng.configuration.TestNGConfiguration$2
5460:             2             32  com.intellij.psi.impl.java.stubs.index.JavaShortClassNameIndex
5461:             1             32  org.jetbrains.plugins.scala.actions.NewPackageObjectAction
5462:             2             32  [Ljavax.swing.MenuElement;
5463:             2             32  java.util.regex.Pattern$CharPropertyNames$21
5464:             1             32  [Lsun.awt.X11.XBaseWindow$InitialiseState;
5465:             1             32  com.intellij.psi.impl.java.stubs.JavaStubElementTypes$6
5466:             1             32  [Lsun.java2d.StateTrackable$State;
5467:             2             32  com.intellij.patterns.XmlFilePattern$Capture
5468:             2             32  javax.swing.text.html.CSSBorder$GrooveRidgePainter
5469:             1             32  com.intellij.xdebugger.impl.actions.StepOutAction
5470:             1             32  com.intellij.ide.highlighter.custom.tokens.PunctuationParser
5471:             1             32  [Lcom.intellij.openapi.components.ServiceBean;
5472:             1             32  com.intellij.codeInsight.folding.impl.actions.CollapseSelectionAction
5473:             1             32  org.jetbrains.idea.maven.project.actions.DownloadAllDocsAction
5474:             1             32  git4idea.history.wholeTree.UsersFilterAction$1
5475:             1             32  [Lcom.intellij.diagnostic.IdeFatalErrorsIcon$State;
5476:             1             32  com.intellij.ide.bookmarks.actions.BookmarksAction
5477:             1             32  org.intellij.plugins.xpathView.support.jaxen.extensions.FileNameFunction
5478:             2             32  sun.rmi.transport.DGCImpl_Stub
5479:             1             32  com.intellij.openapi.editor.actions.ReplaceAction
5480:             1             32  com.intellij.refactoring.actions.ChangeSignatureAction
5481:             1             32  com.intellij.cvsSupport2.actions.MigrateCvsRootAction
5482:             1             32  com.intellij.openapi.vcs.changes.ChangesViewManager$ToggleShowFlattenAction
5483:             1             32  com.intellij.openapi.vcs.changes.ui.ChangesTreeList$16
5484:             1             32  org.jetbrains.idea.maven.tasks.MavenShortcutsManager
5485:             1             32  com.intellij.psi.impl.java.stubs.JavaStubElementTypes$7
5486:             1             32  com.intellij.ide.bookmarks.actions.ToggleBookmarkAction
5487:             2             32  com.intellij.codeInsight.daemon.impl.DaemonCodeAnalyzerImpl$11
5488:             2             32  com.intellij.uiDesigner.binding.FormClassAnnotator
5489:             2             32  javax.swing.text.html.CSSBorder$InsetOutsetPainter
5490:             1             32  com.intellij.openapi.editor.colors.TextAttributesKey$1
5491:             1             32  sun.rmi.transport.proxy.RMIMasterSocketFactory
5492:             1             32  com.intellij.codeInsight.folding.impl.actions.CollapseBlockAction
5493:             1             32  javax.swing.text.SegmentCache$CachedSegment
5494:             1             32  org.jetbrains.idea.maven.dom.generate.GenerateDependencyAction
5495:             1             32  [Ljavax.swing.ClientPropertyKey;
5496:             1             32  com.intellij.openapi.vcs.actions.ShowNextChangeMarkerAction
5497:             1             32  sun.font.CompositeGlyphMapper
5498:             1             32  com.intellij.ui.tabs.impl.TabsBorder
5499:             1             32  com.intellij.openapi.module.impl.ModuleScopeProviderImpl
5500:             1             32  com.intellij.openapi.editor.actions.ToggleUseSoftWrapsMenuAction
5501:             1             32  [Ljava.util.Map;
5502:             1             32  com.intellij.testIntegration.GenerateSetUpMethodAction
5503:             1             32  java.lang.ArrayIndexOutOfBoundsException
5504:             1             32  com.intellij.openapi.wm.impl.ToolWindowManagerImpl$EditorComponentFocusWatcher
5505:             2             32  com.intellij.lang.ant.dom.AntReferenceInjector
5506:             1             32  git4idea.history.wholeTree.UsersFilterAction$2
5507:             1             32  org.intellij.plugins.xpathView.support.jaxen.extensions.FileExtensionFunction
5508:             1             32  [Lcom.intellij.openapi.fileEditor.FileEditorStateLevel;
5509:             1             32  com.intellij.refactoring.actions.TurnRefsToSuperAction
5510:             1             32  [Lorg.jetbrains.plugins.groovy.annotator.GroovyFrameworkConfigNotification;
5511:             2             32  com.intellij.psi.impl.java.stubs.index.JavaSuperClassNameOccurenceIndex
5512:             2             32  com.intellij.openapi.progress.util.ProgressWindow$MyDialog$2
5513:             2             32  org.jaxen.expr.DefaultRelativeLocationPath
5514:             1             32  org.jetbrains.plugins.scala.annotator.ScalaAnnotatorHighlightVisitor
5515:             2             32  org.jetbrains.plugins.scala.decompiler.DecompilerUtil$$anonfun$isScalaFile$1
5516:             1             32  com.intellij.application.options.PathMacrosImpl
5517:             1             32  com.intellij.xdebugger.impl.breakpoints.XLineBreakpointManager
5518:             1             32  org.jboss.netty.channel.socket.nio.NioWorkerPool
5519:             1             32  com.intellij.openapi.keymap.impl.KeymapManagerImpl
5520:             2             32  com.intellij.compiler.CompilerConfigurationImpl$2
5521:             1             32  com.intellij.openapi.vcs.changes.ChangesViewManager$ToggleShowIgnoredAction
5522:             1             32  com.intellij.util.containers.hash.LinkedHashMap$EntrySet$1
5523:             1             32  com.intellij.usages.impl.UsageViewTreeModelBuilder$TargetsRootNode
5524:             1             32  com.intellij.codeInsight.generation.actions.GenerateEqualsAction
5525:             1             32  com.intellij.util.lang.ClassPath
5526:             1             32  com.intellij.codeInsight.folding.impl.actions.ExpandDocCommentsAction
5527:             1             32  org.jetbrains.idea.devkit.build.PrepareToDeployAction
5528:             1             32  com.intellij.ui.ColoredSideBorder
5529:             1             32  com.intellij.psi.impl.cache.impl.todo.TodoIndex
5530:             1             32  git4idea.actions.GitPull
5531:             1             32  sun.awt.X11.XAWTXSettings
5532:             1             32  com.intellij.openapi.vcs.changes.ui.ChangesTreeList$ToggleShowDirectoriesAction
5533:             2             32  com.intellij.psi.impl.include.FileIncludeIndex$4
5534:             2             32  $Proxy41
5535:             1             32  com.intellij.testIntegration.GenerateTearDownMethodAction
5536:             1             32  com.intellij.openapi.editor.actions.ScrollToTheEndToolbarAction
5537:             1             32  com.intellij.util.xml.XmlFileHeader
5538:             2             32  com.intellij.openapi.progress.util.ProgressWindow$MyDialog$3
5539:             1             32  [Lcom.intellij.openapi.vfs.VFileProperty;
5540:             2             32  scala.math.BigInt
5541:             2             32  [Ljava.io.File;
5542:             1             32  com.intellij.refactoring.actions.MoveAction
5543:             1             32  [Lcom.intellij.lang.java.parser.ExpressionParser$BreakPoint;
5544:             1             32  org.intellij.plugins.xpathView.support.jaxen.extensions.XPathFunctionProviderImpl$JaxenEvaluate
5545:             2             32  com.intellij.openapi.roots.impl.DirectoryIndexImpl$PackageSink$1
5546:             1             32  [Lcom.intellij.psi.impl.source.resolve.Domination;
5547:             1             32  com.intellij.javaee.PsiExternalResourceNotifier
5548:             1             32  com.intellij.openapi.editor.actions.UnindentSelectionAction
5549:             1             32  org.jetbrains.idea.maven.dom.generate.GenerateManagedDependencyAction
5550:             1             32  com.intellij.ide.actions.PreviousOccurenceToolbarAction
5551:             1             32  org.jetbrains.idea.svn.actions.ShowPropertiesDiffWithLocalAction
5552:             1             32  com.intellij.openapi.vcs.changes.RecursiveFileHolder
5553:             2             32  $Proxy54
5554:             1             32  git4idea.history.wholeTree.UsersFilterAction$3
5555:             2             32  com.intellij.lang.properties.psi.PropertyKeyIndex
5556:             1             32  com.intellij.codeInsight.folding.impl.actions.CollapseDocCommentsAction
5557:             1             32  com.intellij.refactoring.actions.InheritanceToDelegationAction
5558:             1             32  com.intellij.slicer.SliceForwardAction
5559:             1             32  com.intellij.debugger.ui.PositionHighlighter
5560:             1             32  com.intellij.openapi.components.impl.stores.BaseFileConfigurableStoreImpl$BaseStorageData
5561:             1             32  com.intellij.util.ui.JBInsets
5562:             1             32  com.intellij.ide.navigationToolbar.NavBarPanel$1
5563:             1             32  com.intellij.compiler.impl.CompilerCacheManager
5564:             1             32  org.jetbrains.plugins.scala.lang.parser.parsing.ParserState$
5565:             1             32  com.intellij.openapi.wm.impl.status.IdeStatusBarImpl$ToolWindowsWidget$1
5566:             1             32  com.intellij.testIntegration.GenerateDataMethodAction
5567:             2             32  com.intellij.openapi.progress.util.ProgressWindow$MyDialog$4
5568:             1             32  org.intellij.plugins.xpathView.support.jaxen.extensions.XPathFunctionProviderImpl$JaxenLower
5569:             1             32  org.jetbrains.plugins.groovy.actions.generate.missing.GroovyGeneratePropertyMissingAction
5570:             2             32  com.intellij.psi.impl.PsiModificationTrackerImpl$1
5571:             1             32  git4idea.actions.GitPushAction
5572:             2             32  com.intellij.lang.java.parser.JavaParserUtil$PrecedingWhitespacesAndCommentsBinder
5573:             2             32  net.sf.cglib.proxy.DispatcherGenerator
5574:             2             32  org.jaxen.expr.iter.IterableAttributeAxis
5575:             1             32  org.jetbrains.plugins.groovy.actions.NewScriptAction
5576:             1             32  com.intellij.openapi.editor.impl.event.DocumentEventImpl$1
5577:             2             32  com.intellij.util.lang.ClassPath$ResourceStringLoaderIterator
5578:             1             32  com.intellij.openapi.vcs.changes.ChangesViewManager$ToggleDetailsAction
5579:             1             32  sun.nio.fs.LinuxFileSystem
5580:             1             32  [Lcom.intellij.openapi.project.DumbModeAction;
5581:             1             32  com.intellij.codeInsight.hint.actions.ShowParameterInfoAction
5582:             2             32  java.awt.EventDispatchThread$1
5583:             2             32  com.intellij.debugger.actions.ToggleLineBreakpointActionHandler
5584:             1             32  git4idea.history.wholeTree.UsersFilterAction$4
5585:             1             32  com.intellij.codeInsight.generation.actions.GenerateConstructorAction
5586:             1             32  com.intellij.codeInsight.folding.impl.actions.ExpandRegionAction
5587:             1             32  com.intellij.framework.detection.impl.FrameworkDetectionManager$1
5588:             1             32  org.intellij.plugins.xpathView.support.jaxen.extensions.XPathFunctionProviderImpl$JaxenUpper
5589:             1             32  org.intellij.plugins.xpathView.ShowXPathAction
5590:             1             32  [Lcom.intellij.ui.RowIcon$Alignment;
5591:             1             32  javax.swing.plaf.basic.BasicTreeUI$TreeTransferHandler
5592:             2             32  com.intellij.openapi.roots.ui.configuration.actions.ModuleDeleteProvider
5593:             2             32  org.jetbrains.plugins.groovy.lang.psi.stubs.index.GrFullClassNameIndex
5594:             2             32  com.intellij.pom.tree.TreeAspect
5595:             1             32  com.intellij.refactoring.actions.RemoveMiddlemanAction
5596:             1             24  org.jetbrains.plugins.scala.lang.psi.types.Long$
5597:             1             24  org.jetbrains.plugins.gradle.GradleManager
5598:             1             24  com.intellij.ide.projectView.impl.LibraryModuleGroupUrl
