
 num     #instances         #bytes  class name
2773:             6             96  sun.rmi.transport.tcp.TCPChannel$1
2774:             3             96  com.siyeh.ig.performance.ObjectAllocationInLoopInspection
2775:             3             96  com.siyeh.ig.initialization.ThisEscapedInConstructorInspection
2776:             4             96  java.math.MathContext
2777:             3             96  com.siyeh.ig.redundancy.UnusedLabelInspection
2778:             3             96  com.siyeh.ig.bugs.MisspelledHashcodeInspection
2779:             3             96  com.siyeh.ig.j2me.SimplifiableIfStatementInspection
2780:             3             96  org.apache.velocity.runtime.parser.JJTParserState
2781:             4             96  com.intellij.openapi.editor.event.VisibleAreaEvent
2782:             3             96  org.jetbrains.idea.maven.dom.generate.MavenGenerateDomElementProvider
2783:             3             96  org.jetbrains.plugins.groovy.codeInspection.assignment.GroovyAssignmentCanBeOperatorAssignmentInspection
2784:             6             96  com.intellij.openapi.vcs.impl.$Proxy58
2785:             3             96  com.siyeh.ig.style.ListIndexOfReplaceableByContainsInspection
2786:             3             96  com.siyeh.ig.threading.SystemRunFinalizersOnExitInspection
2787:             3             96  com.siyeh.ig.maturity.SystemOutErrInspection
2788:             3             96  com.siyeh.ig.controlflow.ConstantIfStatementInspection
2789:             3             96  com.siyeh.ig.performance.LengthOneStringInIndexOfInspection
2790:             3             96  org.jetbrains.idea.maven.execution.MavenExecutionOptions$ChecksumPolicy
2791:             3             96  com.siyeh.ig.portability.UseOfSunClassesInspection
2792:             4             96  com.intellij.util.xml.impl.SofterCache
2793:             3             96  com.siyeh.ig.serialization.NonSerializableObjectBoundToHttpSessionInspection
2794:             3             96  com.intellij.codeInspection.unusedReturnValue.UnusedReturnValue
2795:             1             96  javax.swing.plaf.basic.BasicListUI
2796:             4             96  com.intellij.openapi.components.impl.BasePathMacroManager$MyTrackingPathMacroSubstitutor$2
2797:             4             96  com.intellij.tasks.TaskType
2798:             3             96  com.siyeh.ig.performance.StringEqualsEmptyStringInspection
2799:             2             96  com.intellij.ui.FocusTrackback
2800:             3             96  com.siyeh.ig.performance.CollectionContainsUrlInspection
2801:             3             96  com.siyeh.ig.performance.RandomDoubleForRandomIntegerInspection
2802:             3             96  com.siyeh.ig.visibility.AmbiguousMethodCallInspection
2803:             3             96  com.siyeh.ig.errorhandling.ThreadDeathRethrownInspection
2804:             3             96  org.jetbrains.plugins.groovy.codeInspection.metrics.GroovyMultipleReturnPointsPerMethodInspection
2805:             3             96  com.siyeh.ig.maturity.ThrowablePrintStackTraceInspection
2806:             4             96  org.intellij.plugins.xpathView.search.SearchScope$ScopeType
2807:             3             96  com.siyeh.ig.serialization.SerialVersionUIDNotStaticFinalInspection
2808:             2             96  sun.awt.image.URLImageSource
2809:             4             96  com.intellij.lang.BracePair
2810:             3             96  com.siyeh.ig.errorhandling.NestedTryStatementInspection
2811:             3             96  com.siyeh.ig.classlayout.ClassNameDiffersFromFileNameInspection
2812:             3             96  com.siyeh.ig.j2me.MethodCallInLoopConditionInspection
2813:             3             96  com.siyeh.ig.threading.NonSynchronizedMethodOverridesSynchronizedMethodInspection
2814:             3             96  com.siyeh.ig.packaging.PackageWithTooManyClassesInspection
2815:             3             96  com.siyeh.ig.style.ControlFlowStatementWithoutBracesInspection
2816:             3             96  com.siyeh.ig.controlflow.InfiniteLoopStatementInspection
2817:             3             96  com.siyeh.ig.threading.NotifyCalledOnConditionInspection
2818:             6             96  java.net.SocksSocketImpl$3
2819:             4             96  [Lcom.intellij.psi.impl.compiled.ClsJavaCodeReferenceElementImpl;
2820:             3             96  javax.swing.text.StyledEditorKit$AlignmentAction
2821:             4             96  org.intellij.plugins.intelliLang.util.AnnotationUtilEx$LookupType
2822:             3             96  com.siyeh.ig.internationalization.TimeToStringInspection
2823:             3             96  com.siyeh.ig.bugs.ComparableImplementedButEqualsNotOverriddenInspection
2824:             6             96  com.intellij.execution.testframework.TestSearchScope$Wrapper
2825:             3             96  com.intellij.openapi.wm.impl.DesktopLayout
2826:             3             96  com.siyeh.ig.bugs.MismatchedStringBuilderQueryUpdateInspection
2827:             3             96  org.apache.log4j.helpers.PatternParser$BasicPatternConverter
2828:             3             96  com.siyeh.ig.style.EqualsCalledOnEnumConstantInspection
2829:             3             96  com.siyeh.ig.classlayout.FinalClassInspection
2830:             3             96  com.siyeh.ig.bugs.MalformedXPathInspection
2831:             4             96  sun.awt.OSInfo$OSType
2832:             2             96  [Lcom.intellij.openapi.editor.colors.EditorFontType;
2833:             3             96  com.intellij.openapi.extensions.LoadingOrder
2834:             4             96  org.jboss.netty.channel.ChannelState
2835:             3             96  com.siyeh.ig.jdk.AnnotationClassInspection
2836:             3             96  com.siyeh.ig.errorhandling.InstanceofCatchParameterInspection
2837:             3             96  com.siyeh.ig.bugs.NumberEqualityInspection
2838:             3             96  org.jetbrains.plugins.groovy.codeInspection.confusing.GroovyOverlyComplexBooleanExpressionInspection
2839:             3             96  org.jetbrains.plugins.groovy.codeInspection.threading.GroovyWhileLoopSpinsOnFieldInspection
2840:             3             96  com.siyeh.ig.junit.MisspelledTearDownInspection
2841:             3             96  com.siyeh.ig.classlayout.MissingDeprecatedAnnotationInspection
2842:             3             96  com.siyeh.ig.performance.UnnecessaryTemporaryOnConversionFromStringInspection
2843:             2             96  com.intellij.lang.java.lexer.JavaDocLexer$AsteriskStripperLexer
2844:             3             96  com.siyeh.ig.bugs.PrimitiveArrayArgumentToVariableArgMethodInspection
2845:             3             96  com.siyeh.ig.bugs.ArrayEqualsInspection
2846:             3             96  com.siyeh.ig.junit.SetupIsPublicVoidNoArgInspection
2847:             3             96  com.siyeh.ig.bugs.StaticCallOnSubclassInspection
2848:             3             96  com.siyeh.ig.style.ChainedEqualityInspection
2849:             3             96  com.siyeh.ig.naming.MethodNameSameAsParentNameInspection
2850:             4             96  com.intellij.codeInsight.generation.GenerateGetterHandler
2851:             3             96  com.siyeh.ig.bugs.ForLoopThatDoesntUseLoopVariableInspection
2852:             3             96  com.siyeh.ig.bugs.VariableNotUsedInsideIfInspection
2853:             3             96  com.siyeh.ig.controlflow.LabeledStatementInspection
2854:             3             96  com.siyeh.ig.logging.PlaceholderCountMatchesArgumentCountInspection
2855:             3             96  com.siyeh.ig.bugs.NullArgumentToVariableArgMethodInspection
2856:             3             96  com.siyeh.ig.errorhandling.ErrorRethrownInspection
2857:             3             96  com.siyeh.ig.classlayout.MultipleTopLevelClassesInFileInspection
2858:             3             96  com.intellij.codeInspection.nullable.NullableStuffInspection
2859:             3             96  com.siyeh.ig.naming.MethodNameSameAsClassNameInspection
2860:             3             96  com.siyeh.ig.naming.DollarSignInNameInspection
2861:             3             96  com.siyeh.ig.j2me.AbstractClassWithOnlyOneDirectInheritorInspection
2862:             3             96  com.siyeh.ig.bugs.ResultOfObjectAllocationIgnoredInspection
2863:             4             96  de.plushnikov.intellij.lombok.processor.clazz.constructor.AllArgsConstructorProcessor
2864:             3             96  com.siyeh.ig.performance.InnerClassMayBeStaticInspection
2865:             3             96  com.siyeh.ig.migration.EnumerationCanBeIterationInspection
2866:             4             96  com.intellij.lexer.BaseHtmlLexer$1
2867:             3             96  com.siyeh.ig.threading.NotifyWithoutCorrespondingWaitInspection
2868:             3             96  com.siyeh.ig.numeric.NonReproducibleMathCallInspection
2869:             2             96  com.intellij.psi.impl.file.impl.JavaFileManagerImpl
2870:             3             96  com.siyeh.ig.threading.VolatileLongOrDoubleFieldInspection
2871:             3             96  com.siyeh.ig.controlflow.ContinueStatementWithLabelInspection
2872:             3             96  org.jetbrains.idea.maven.execution.MavenExecutionOptions$PluginUpdatePolicy
2873:             3             96  com.siyeh.ig.threading.ExtendsThreadInspection
2874:             2             96  com.intellij.util.keyFMap.MapBackedFMap
2875:             3             96  com.siyeh.ig.classlayout.FinalStaticMethodInspection
2876:             3             96  com.siyeh.ig.numeric.DivideByZeroInspection
2877:             4             96  com.intellij.psi.impl.source.ClassInnerStuffCache$1
2878:             4             96  com.intellij.psi.impl.ElementBase$IconLayer
2879:             4             96  de.plushnikov.intellij.lombok.processor.field.EnumIdFieldProcessor
2880:             3             96  com.intellij.openapi.vcs.changes.VirtualFileHolder
2881:             3             96  com.siyeh.ig.bugs.HashCodeUsesNonFinalVariableInspection
2882:             3             96  com.siyeh.ig.j2me.PrivateMemberAccessBetweenOuterAndInnerClassInspection
2883:             3             96  com.siyeh.ig.controlflow.NestedSwitchStatementInspection
2884:             3             96  com.siyeh.ig.controlflow.DuplicateBooleanBranchInspection
2885:             3             96  com.siyeh.ig.maturity.ThreadDumpStackInspection
2886:             3             96  org.jetbrains.plugins.groovy.codeInspection.metrics.GroovyMethodParameterCountInspection
2887:             3             96  com.siyeh.ig.performance.FieldMayBeStaticInspection
2888:             3             96  com.siyeh.ig.controlflow.BreakStatementInspection
2889:             3             96  com.siyeh.ig.visibility.AnonymousClassVariableHidesContainingMethodVariableInspection
2890:             3             96  com.siyeh.ig.performance.KeySetIterationMayUseEntrySetInspection
2891:             3             96  com.intellij.codeInspection.varScopeCanBeNarrowed.FieldCanBeLocalInspection
2892:             3             96  com.siyeh.ig.performance.StringToStringInspection
2893:             3             96  com.siyeh.ig.classlayout.ConstantDeclaredInInterfaceInspection
2894:             3             96  com.siyeh.ig.threading.UnconditionalWaitInspection
2895:             3             96  com.siyeh.ig.bugs.MisspelledToStringInspection
2896:             3             96  com.siyeh.ig.bugs.InfiniteRecursionInspection
2897:             3             96  com.siyeh.ig.threading.SignalWithoutCorrespondingAwaitInspection
2898:             3             96  com.siyeh.ig.jdk.EnumAsNameInspection
2899:             3             96  com.siyeh.ig.classlayout.SingletonInspection
2900:             3             96  com.siyeh.ig.bugs.EmptyInitializerInspection
2901:             2             96  com.intellij.ui.table.JBTable$1
2902:             3             96  com.siyeh.ig.naming.ClassNameSameAsAncestorNameInspection
2903:             3             96  com.siyeh.ig.junit.UnconstructableTestCaseInspection
2904:             3             96  org.intellij.plugins.intelliLang.pattern.PatternValidator
2905:             3             96  com.siyeh.ig.inheritance.AbstractClassWithoutAbstractMethodsInspection
2906:             3             96  com.siyeh.ig.threading.ThreadPriorityInspection
2907:             3             96  com.siyeh.ig.abstraction.InstanceofThisInspection
2908:             3             96  com.siyeh.ig.threading.SleepWhileHoldingLockInspection
2909:             4             96  sun.reflect.UnsafeLongFieldAccessorImpl
2910:             4             96  com.intellij.openapi.vcs.changes.committed.CommittedChangesBrowserUseCase
2911:             3             96  com.siyeh.ig.controlflow.LoopWithImplicitTerminationConditionInspection
2912:             3             96  com.siyeh.ig.internationalization.NumericToStringInspection
2913:             3             96  com.siyeh.ig.dataflow.OrredNotEqualExpressionInspection
2914:             3             96  com.siyeh.ig.threading.WaitNotInLoopInspection
2915:             3             96  com.siyeh.ig.portability.HardcodedLineSeparatorsInspection
2916:             3             96  com.siyeh.ig.threading.MethodMayBeSynchronizedInspection
2917:             4             96  com.intellij.openapi.fileEditor.FileEditorPolicy
2918:             3             96  com.siyeh.ig.serialization.NonSerializableObjectPassedToObjectStreamInspection
2919:             1             96  com.intellij.openapi.actionSystem.impl.ActionManagerImpl
2920:             4             96  com.intellij.psi.impl.cache.impl.todo.TodoIndexEntry
2921:             3             96  com.siyeh.ig.inheritance.ExtendsAnnotationInspection
2922:             3             96  com.siyeh.ig.numeric.OctalLiteralInspection
2923:             4             96  com.intellij.openapi.wm.impl.ToolWindowManagerImpl$KeyState
2924:             3             96  com.intellij.codeInspection.localCanBeFinal.LocalCanBeFinal
2925:             4             96  [Lcom.intellij.openapi.wm.impl.InternalDecoratorListener;
2926:             4             96  com.intellij.psi.PsiReferenceList$Role
2927:             3             96  com.siyeh.ig.bitwise.ShiftOutOfRangeInspection
2928:             3             96  com.siyeh.ig.threading.WaitCalledOnConditionInspection
2929:             3             96  com.siyeh.ig.inheritance.TypeParameterExtendsFinalClassInspection
2930:             3             96  com.siyeh.ig.internationalization.StringEqualsInspection
2931:             3             96  com.siyeh.ig.threading.ConditionSignalInspection
2932:             2             96  com.intellij.execution.actions.RunContextAction
2933:             3             96  com.siyeh.ig.initialization.AbstractMethodCallInConstructorInspection
2934:             3             96  com.siyeh.ig.threading.SynchronizeOnThisInspection
2935:             3             96  com.intellij.debugger.ui.tree.render.CompoundReferenceRenderer
2936:             4             96  com.intellij.codeInsight.daemon.impl.analysis.FileHighlightingSetting
2937:             4             96  com.intellij.lang.java.parser.DeclarationParser$Context
2938:             3             96  com.siyeh.ig.visibility.MethodOverridesStaticMethodInspection
2939:             3             96  com.siyeh.ig.bugs.MalformedFormatStringInspection
2940:             3             96  com.siyeh.ig.classlayout.UtilityClassWithPublicConstructorInspection
2941:             3             96  com.siyeh.ig.security.PublicStaticArrayFieldInspection
2942:             3             96  com.siyeh.ig.controlflow.SimplifiableEqualsExpressionInspection
2943:             4             96  de.plushnikov.intellij.lombok.processor.clazz.constructor.NoArgsConstructorProcessor
2944:             3             96  com.siyeh.ig.errorhandling.NullThrownInspection
2945:             3             96  com.siyeh.ig.junit.TestCaseInProductCodeInspection
2946:             3             96  org.jetbrains.plugins.groovy.codeInspection.control.GroovyIfStatementWithTooManyBranchesInspection
2947:             3             96  com.siyeh.ig.portability.NativeMethodsInspection
2948:             6             96  sun.java2d.pipe.AAShapePipe
2949:             3             96  com.siyeh.ig.classlayout.LimitedScopeInnerClassInspection
2950:             3             96  com.siyeh.ig.bugs.EqualsUsesNonFinalVariableInspection
2951:             3             96  com.siyeh.ig.security.JDBCPrepareStatementWithNonConstantStringInspection
2952:             3             96  com.siyeh.ig.naming.UpperCaseFieldNameNotConstantInspection
2953:             3             96  com.intellij.openapi.vcs.impl.VcsEventsListenerManagerImpl$Wrapper
2954:             3             96  com.siyeh.ig.bugs.ArchaicSystemPropertyAccessInspection
2955:             3             96  com.siyeh.ig.threading.NonAtomicOperationOnVolatileFieldInspection
2956:             3             96  com.siyeh.ig.junit.SimplifiableJUnitAssertionInspection
2957:             3             96  com.siyeh.ig.numeric.UnnecessaryExplicitNumericCastInspection
2958:             1             96  com.intellij.openapi.fileEditor.impl.IdeDocumentHistoryImpl
2959:             3             96  com.siyeh.ig.migration.TryFinallyCanBeTryWithResourcesInspection
2960:             4             96  com.intellij.codeInsight.generation.GenerateSetterHandler
2961:             3             96  com.siyeh.ig.serialization.NonSerializableWithSerialVersionUIDFieldInspection
2962:             3             96  com.siyeh.ig.bugs.ReplaceAllDotInspection
2963:             3             96  com.siyeh.ig.cloneable.CloneInNonCloneableClassInspection
2964:             3             96  com.siyeh.ig.bugs.ArrayEqualityInspection
2965:             3             96  com.siyeh.ig.internationalization.SimpleDateFormatWithoutLocaleInspection
2966:             3             96  com.siyeh.ig.jdk.AssertAsNameInspection
2967:             4             96  sun.awt.X11.XBaseWindow$InitialiseState
2968:             4             96  sun.java2d.StateTrackable$State
2969:             4             96  com.intellij.openapi.actionSystem.ex.ComboBoxAction$ComboBoxButton$1
2970:             4             96  com.intellij.openapi.application.impl.ApplicationInfoImpl$PluginChooserPageImpl
2971:             3             96  com.siyeh.ig.style.FieldMayBeFinalInspection
2972:             4             96  com.intellij.ui.tabs.JBTabsPosition
2973:             3             96  com.siyeh.ig.internationalization.AbsoluteAlignmentInUserInterfaceInspection
2974:             3             96  com.siyeh.ig.style.UnnecessarySuperQualifierInspection
2975:             3             96  com.siyeh.ig.controlflow.PointlessNullCheckInspection
2976:             3             96  java.awt.GridLayout
2977:             3             96  com.siyeh.ig.numeric.ConstantMathCallInspection
2978:             3             96  com.siyeh.ig.threading.SafeLockInspection
2979:             3             96  com.siyeh.ig.junit.AssertEqualsBetweenInconvertibleTypesInspection
2980:             1             96  sun.security.jca.ProviderList$1
2981:             3             96  com.siyeh.ig.style.CallToStringConcatCanBeReplacedByOperatorInspection
2982:             3             96  com.siyeh.ig.bugs.TextLabelInSwitchStatementInspection
2983:             3             96  com.siyeh.ig.junit.TestMethodIsPublicVoidNoArgInspection
2984:             3             96  com.siyeh.ig.bugs.StringConcatenationInMessageFormatCallInspection
2985:             3             96  com.siyeh.ig.controlflow.PointlessIndexOfComparisonInspection
2986:             3             96  com.siyeh.ig.bugs.ObjectToStringInspection
2987:             3             96  com.siyeh.ig.security.RuntimeExecWithNonConstantStringInspection
2988:             3             96  java.awt.CardLayout
2989:             3             96  com.siyeh.ig.classlayout.NonFinalFieldInEnumInspection
2990:             3             96  com.siyeh.ig.numeric.IntLiteralMayBeLongLiteralInspection
2991:             3             96  com.siyeh.ig.junit.JUnit4AnnotatedMethodInJUnit3TestCaseInspection
2992:             3             96  com.siyeh.ig.serialization.SerialPersistentFieldsWithWrongSignatureInspection
2993:             4             96  javax.swing.ClientPropertyKey
2994:             4             96  com.intellij.openapi.actionSystem.ex.ComboBoxAction$ComboBoxButton$2
2995:             3             96  git4idea.GitStandardRemoteBranch
2996:             3             96  com.siyeh.ig.threading.ThreadRunInspection
2997:             4             96  com.intellij.util.pico.DefaultPicoContainer$LinkedHashSetWrapper
2998:             2             96  com.intellij.openapi.vcs.actions.VcsActionGroup
2999:             3             96  com.siyeh.ig.classlayout.FinalMethodInFinalClassInspection
3000:             4             96  com.intellij.openapi.components.RoamingType
3001:             4             96  com.intellij.psi.codeStyle.CodeStyleSettings$TypeToNameMap
3002:             3             96  com.siyeh.ig.bugs.IteratorHasNextCallsIteratorNextInspection
3003:             3             96  com.siyeh.ig.dataflow.BooleanVariableAlwaysNegatedInspection
3004:             3             96  com.siyeh.ig.security.CustomSecurityManagerInspection
3005:             3             96  com.siyeh.ig.bugs.CovariantCompareToInspection
3006:             3             96  com.siyeh.ig.controlflow.DefaultNotLastCaseInSwitchInspection
3007:             3             96  com.siyeh.ig.numeric.ComparisonOfShortAndCharInspection
3008:             3             96  com.siyeh.ig.migration.TryWithIdenticalCatchesInspection
3009:             3             96  com.siyeh.ig.junit.UseOfObsoleteAssertInspection
3010:             2             96  org.jetbrains.idea.svn.actions.SubversionGroup
3011:             3             96  com.siyeh.ig.security.DesignForExtensionInspection
3012:             3             96  com.siyeh.ig.errorhandling.UncheckedExceptionClassInspection
3013:             3             96  com.siyeh.ig.j2me.RecordStoreResourceInspection
3014:             3             96  com.siyeh.ig.bugs.EqualsWhichDoesntCheckParameterClassInspection
3015:             3             96  com.siyeh.ig.javadoc.PackageDotHtmlMayBePackageInfoInspection
3016:             3             96  com.siyeh.ig.security.CustomClassloaderInspection
3017:             3             96  com.siyeh.ig.internationalization.StringTokenizerInspection
3018:             3             96  com.siyeh.ig.jdk.AutoUnboxingInspection
3019:             4             96  com.intellij.lang.java.parser.ExpressionParser$BreakPoint
3020:             3             96  com.siyeh.ig.serialization.ExternalizableWithSerializationMethodsInspection
3021:             4             96  com.intellij.openapi.editor.impl.event.EditorEventMulticasterImpl$3
3022:             4             96  com.intellij.openapi.actionSystem.ex.ComboBoxAction$ComboBoxButton$3
3023:             3             96  com.siyeh.ig.bugs.ThrowableResultOfMethodCallIgnoredInspection
3024:             3             96  com.siyeh.ig.controlflow.NegatedEqualityExpressionInspection
3025:             3             96  com.siyeh.ig.migration.StringBufferReplaceableByStringBuilderInspection
3026:             3             96  com.siyeh.ig.portability.UseOfJDBCDriverClassInspection
3027:             3             96  com.siyeh.ig.bugs.SuspiciousArrayCastInspection
3028:             3             96  com.siyeh.ig.bugs.ResultSetIndexZeroInspection
3029:             3             96  com.siyeh.ig.cloneable.CloneCallsSuperCloneInspection
3030:             4             96  com.intellij.notification.NotificationDisplayType
3031:             3             96  org.zmlx.hg4idea.util.HgVersion
3032:             3             96  com.siyeh.ig.threading.ThreadStopSuspendResumeInspection
3033:             2             96  gnu.trove.TIntObjectHashMap
3034:             3             96  com.siyeh.ig.classlayout.MarkerInterfaceInspection
3035:             3             96  com.siyeh.ig.classlayout.NoopMethodInAbstractClassInspection
3036:             4             96  java.awt.Dialog$ModalityType
3037:             3             96  com.siyeh.ig.threading.WaitWithoutCorrespondingNotifyInspection
3038:             2             96  com.intellij.ui.plaf.beg.BegTableUI
3039:             3             96  com.siyeh.ig.performance.ToArrayCallWithZeroLengthArrayArgumentInspection
3040:             2             96  com.intellij.openapi.vcs.changes.LocalChangeListImpl
3041:             3             96  com.siyeh.ig.bugs.ConstantAssertConditionInspection
3042:             3             96  javax.swing.text.DefaultEditorKit$BeginWordAction
3043:             3             96  com.siyeh.ig.bugs.CollectionAddedToSelfInspection
3044:             3             96  com.siyeh.ig.threading.ObjectNotifyInspection
3045:             3             96  com.siyeh.ig.junit.TeardownIsPublicVoidNoArgInspection
3046:             3             96  com.siyeh.ig.performance.TrivialStringConcatenationInspection
3047:             3             96  com.siyeh.ig.serialization.NonSerializableWithSerializationMethodsInspection
3048:             3             96  com.siyeh.ig.inheritance.AbstractClassExtendsConcreteClassInspection
3049:             3             96  com.siyeh.ig.performance.SetReplaceableByEnumSetInspection
3050:             3             96  com.siyeh.ig.controlflow.UnnecessaryLabelOnContinueStatementInspection
3051:             2             96  com.intellij.openapi.command.impl.EditorChangeAction
3052:             4             96  com.intellij.openapi.util.MultiValuesMap
3053:             3             96  com.siyeh.ig.initialization.NonThreadSafeLazyInitializationInspection
3054:             3             96  com.siyeh.ig.packaging.PackageWithTooFewClassesInspection
3055:             3             96  com.siyeh.ig.errorhandling.EmptyTryBlockInspection
3056:             3             96  com.siyeh.ig.style.UnnecessaryToStringCallInspection
3057:             3             96  com.siyeh.ig.classlayout.FinalMethodInspection
3058:             3             96  com.siyeh.ig.style.CStyleArrayDeclarationInspection
3059:             3             96  org.jetbrains.idea.maven.dom.generate.MavenGenerateTemplateAction
3060:             3             96  com.siyeh.ig.threading.BusyWaitInspection
3061:             3             96  javax.swing.text.DefaultEditorKit$EndWordAction
3062:             3             96  com.siyeh.ig.naming.ClassNamePrefixedWithPackageNameInspection
3063:             3             96  com.siyeh.ig.naming.NonExceptionNameEndsWithExceptionInspection
3064:             4             96  com.intellij.codeInspection.dataFlow.RunnerResult
3065:             3             96  com.siyeh.ig.dependency.ClassWithTooManyTransitiveDependentsInspection
3066:             6             96  com.intellij.psi.scope.ElementClassFilter
3067:             1             88  com.sun.imageio.plugins.jpeg.JPEGImageWriterSpi
3068:             1             88  scala.reflect.ManifestFactory$
3069:             1             88  scala.reflect.ClassTag$
3070:             1             88  org.jetbrains.idea.maven.project.MavenProjectsTree
3071:             1             88  scala.collection.JavaConversions$
3072:             1             88  javax.swing.text.html.parser.DTD
3073:             1             88  com.sun.imageio.plugins.gif.GIFImageReaderSpi
3074:             1             88  com.intellij.openapi.vcs.changes.ChangesViewManager
3075:             1             88  org.jetbrains.plugins.scala.lang.psi.stubs.index.ScalaIndexKeys$
3076:             3             88  [Lcom.intellij.openapi.actionSystem.AnAction;
3077:             3             88  [Lcom.intellij.patterns.ElementPattern;
3078:             3             88  [Ljava.lang.Runnable;
3079:             1             88  org.apache.log4j.RollingFileAppender
3080:             1             88  com.sun.imageio.plugins.gif.GIFImageWriterSpi
3081:             1             88  com.intellij.codeInsight.daemon.impl.WolfPassFactory$1
3082:             1             88  [Lcom.intellij.openapi.util.ClassExtensionPoint;
3083:             1             88  com.intellij.ide.projectView.impl.nodes.ProjectViewProjectNode
3084:             1             88  org.jetbrains.plugins.scala.lang.psi.impl.toplevel.synthetic.SyntheticClasses$$anon$3
3085:             1             88  com.sun.imageio.plugins.bmp.BMPImageReaderSpi
3086:             1             88  com.sun.imageio.plugins.bmp.BMPImageWriterSpi
3087:             1             88  [Ljava.awt.geom.AffineTransform;
3088:             1             88  com.sun.imageio.plugins.wbmp.WBMPImageReaderSpi
3089:             1             88  com.sun.imageio.plugins.wbmp.WBMPImageWriterSpi
3090:             1             88  sun.nio.ch.ServerSocketChannelImpl
3091:             1             88  com.sun.imageio.plugins.png.PNGImageReaderSpi
3092:             1             88  com.sun.imageio.plugins.png.PNGImageWriterSpi
3093:             1             88  javax.swing.ToolTipManager
3094:             1             88  com.sun.imageio.plugins.jpeg.JPEGImageReaderSpi
3095:             1             88  com.intellij.ide.IdeRepaintManager
3096:             1             88  scala.collection.convert.Wrappers$
3097:             2             80  com.intellij.pom.core.impl.PomModelImpl
3098:             2             80  com.intellij.psi.DummyHolderViewProvider
3099:             2             80  sun.swing.PrintColorUIResource
3100:             2             80  com.intellij.psi.impl.JavaPsiFacadeImpl
3101:             2             80  [Lsun.awt.EventQueueItem;
3102:             5             80  com.intellij.psi.impl.java.stubs.ClsStubPsiFactory
3103:             2             80  javax.swing.LayoutFocusTraversalPolicy
3104:             2             80  java.io.ExpiringCache
3105:             2             80  [Lcom.intellij.util.text.DateFormatUtil$Period;
3106:             2             80  javax.swing.plaf.basic.BasicTableUI$Handler
3107:             2             80  com.intellij.packageDependencies.DependencyValidationManagerImpl
3108:             5             80  com.intellij.openapi.editor.event.EditorMouseEventArea
3109:             1             80  sun.font.GlyphList
3110:             5             80  com.intellij.openapi.extensions.impl.UndefinedPluginDescriptor
3111:             2             80  com.intellij.openapi.roots.impl.DirectoryIndexImpl
3112:             4             80  [Ljava.awt.AWTKeyStroke;
3113:             1             80  [Lcom.intellij.util.IntSLRUCache;
3114:             2             80  com.intellij.openapi.vcs.persistent.SmallMapSerializer
3115:             2             80  org.jetbrains.idea.svn.actions.RemoveFromIgnoreListAction
3116:             2             80  com.intellij.openapi.vcs.changes.ui.ChangesBrowserNode
3117:             1             80  git4idea.history.wholeTree.DatesFilterAction
3118:             2             80  com.intellij.openapi.vcs.impl.ContentRevisionCache
3119:             1             80  sun.misc.Launcher$ExtClassLoader
3120:             2             80  org.jetbrains.idea.svn.actions.AddToIgnoreListAction
3121:             2             80  org.intellij.plugins.xpathView.XPathAppComponent$MyFindAction
3122:             5             80  sun.rmi.server.WeakClassHashMap$ValueCell
3123:             2             80  com.intellij.openapi.vcs.changes.IgnoredFileBean
3124:             5             80  com.intellij.util.ConstantFunction
3125:             1             80  sun.awt.X11.MotifDnDDropTargetProtocol
3126:             5             80  java.rmi.server.RemoteObjectInvocationHandler
3127:             2             80  net.orfjackal.sbt.plugin.SbtRunnerComponent
3128:             5             80  com.intellij.codeHighlighting.HighlightDisplayLevel$1
3129:             5             80  javax.swing.plaf.IconUIResource
3130:             2             80  com.intellij.codeInsight.daemon.impl.HighlightInfo$IntentionActionDescriptor
3131:             2             80  com.intellij.psi.impl.source.PostprocessReformattingAspect
3132:             2             80  com.intellij.psi.impl.java.stubs.impl.PsiImportListStubImpl
3133:             2             80  [Lcom.sun.java.swing.plaf.gtk.GTKConstants$ShadowType;
3134:             1             80  com.intellij.openapi.vfs.impl.local.FileWatcher
3135:             2             80  java.io.InvalidClassException
3136:             2             80  [Lorg.jetbrains.idea.maven.model.MavenArtifactState;
3137:             2             80  com.intellij.openapi.util.SimpleTimer
3138:             2             80  [Lcom.intellij.util.containers.hash.HashSet$Entry;
3139:             2             80  com.intellij.formatting.SpacingImpl
3140:             1             80  sun.awt.X11.XRootWindow
3141:             2             80  com.sun.jna.Function
3142:             2             80  net.sf.cglib.proxy.AdvancedEnhancer$EnhancerKey$$KeyFactoryByCGLIB$$d5991db4
3143:             2             80  com.intellij.openapi.roots.impl.CompilerModuleExtensionImpl
3144:             2             80  [Lcom.intellij.psi.codeStyle.VariableKind;
3145:             2             80  javax.swing.border.MatteBorder
3146:             2             80  com.intellij.xml.breadcrumbs.BreadcrumbsXmlWrapper$MyUpdate
3147:             2             80  com.intellij.psi.stubs.SerializedStubTree
3148:             2             80  [Lcom.intellij.pom.java.LanguageLevel;
3149:             1             80  com.intellij.openapi.fileEditor.impl.PsiAwareFileEditorManagerImpl
3150:             1             80  org.jetbrains.plugins.scala.lang.psi.impl.toplevel.synthetic.SyntheticClasses$$anon$2
3151:             2             80  com.intellij.openapi.vcs.impl.VcsFileStatusProvider
3152:             5             80  com.intellij.patterns.XmlTagPattern$1
3153:             1             80  com.intellij.openapi.vfs.newvfs.RefreshProgress
3154:             1             80  com.intellij.openapi.project.impl.ProjectImpl
